movie_title,duration,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,num_voted_users,gross,imdb_score,budget,movie_facebook_likes,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
Arlington Road ,0.3106121192817356,-0.06861807597278062,-0.22981997742603563,0.2862166203378517,-0.31930596306557596,-0.16708082705591118,0.12046095063274773,-0.21797552318612198,-0.3840187856617774,7.2,-0.10680819869800064,-0.4294531758261365,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
To Rome with Love ,0.09017514561020494,0.8991244480026754,3.381082779541496,-0.469084556897942,-0.3901547870974172,-0.31867704973012667,-0.5326078032657638,-0.23181121301069918,-0.49393980582176816,6.3,-0.12701603346408225,0.4145169284205093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Firefox ,1.1482726192335524,-0.9718444316832061,5.035790302668401,0.5463289499928818,-0.37723267453815057,-0.28814353491588535,0.2909208169603117,-0.5504298467716021,-0.06423329075893391,5.9,-0.1090535136720097,-0.4294531758261365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
South Park: Bigger Longer & Uncut ,-1.2765340911532854,-0.0041019077077502205,-0.12491152045978987,-0.43605029103175313,-0.2627160218577531,-0.1863651522017478,-0.43769085075509173,0.39231297618191946,0.01176060207422638,7.8,-0.1090535136720097,-0.4294531758261365,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Death at a Funeral ,-1.0120097227474485,0.03622069745789378,-0.2592737713376945,0.936497444475427,-0.31574124235957135,-0.1102992030153923,0.6878510538500463,-0.08825681556872769,-0.609966907486249,7.4,-0.1629410730482273,-0.4294531758261365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles III ,-0.6152231701386933,-0.8347475741200165,-0.2566262393006915,-0.4594604007007059,-0.3910459672739183,-0.2972500217903082,-0.5300210787535153,-0.5155986468011524,-0.12207026702057752,4.8,-0.12701603346408225,-0.38256594781243397,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Hardball ,-0.17434922279563192,-0.6331345482917966,-0.24338857911567627,0.676385114820397,-0.3155184473154461,-0.38295813354958197,0.38726310746752884,-0.5317546487668902,-0.15700569040559703,6.3,-0.1090535136720097,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Silver Linings Playbook ,0.5310490929532664,3.028158000748679,-0.015369882428788777,1.7168344334405174,4.461652888818955,7.09561029314555,3.210752098031096,2.855622639870538,1.158201451983052,7.8,-0.1090535136720097,5.056352501777061,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Freedom Writers ,0.5751364876875725,-0.6411990693249253,-0.22684150388440721,-0.3640642037997236,-0.2558093754898692,-0.093693256362033,-0.3853756672522686,-0.33363976869134393,-0.2090886749137849,7.5,-0.1090535136720097,0.03941910431088892,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Transporter ,-0.7915727490759178,0.06041426055728018,-0.1748836876582224,1.196609774130457,-0.2170430378120693,-0.1644024485634339,0.8593139358048087,0.8909215374642746,-0.3706483369905752,6.8,-0.1090535136720097,-0.4294531758261365,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Never Back Down ,0.002000356141592655,-0.1895858914697126,-0.23776257353704477,-0.299036121385966,-0.3447045980958587,-0.32403380671508125,-0.3803605891162765,-0.14786231974351136,-0.3770641612718962,6.6,-0.11354414362002783,-0.4294531758261365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Rage: Carrie 2 ,-0.2625240122642442,-0.6331345482917966,-0.24206481309717473,-0.44788540203105703,-0.3306685103159656,-0.14458244771910184,-0.42929719366432595,-0.5952914246551257,-0.47858244227472996,4.6,-0.1090535136720097,-0.3873953322978453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Away We Go ,-0.527048380670081,0.43138222808120497,-0.2592737713376945,-0.43396939239451293,-0.33467882111022074,-0.20350677455360255,-0.49079788870043994,-0.3770030878780039,-0.597779568565595,7.1,-0.12701603346408225,-0.10124257973021872,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Swing Vote ,0.44287430348465406,-0.26216658076787186,-0.2592737713376945,-0.4290922862134811,-0.2390997471804727,0.07075918307607354,-0.2682867903508946,-0.581939685648562,-0.4996661245863343,6.1,-0.1090535136720097,-0.38256594781243397,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlight Mile ,0.09017514561020494,-0.42345700143044784,-0.24206481309717473,0.4813008675791243,-0.2170430378120693,-0.21797001841298,0.28495551349328946,-0.602464503902942,-0.6350018287701835,6.7,-0.1090535136720097,-0.41233933760113506,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tinker Tailor Soldier Spy ,0.7514860666247971,2.4394479653302765,-0.2129419606901412,0.7414131972341544,2.67929253581666,4.9529074991637065,1.844855974971514,0.30632220823051043,-0.3877178897762065,7.1,-0.11354414362002783,0.6958402965027245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Molly ,-0.3506988017328565,-1.1895864995776837,-0.2533168242544377,-0.45055155341002107,-0.34648695844886096,-0.3042138058707492,-0.5137616675336671,-0.6666907439702654,-0.7325711470579213,5.8,-0.1090535136720097,-0.416137203070245,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Beaver ,-0.835660143810224,0.9071889690358041,-0.2592737713376945,1.7168344334405174,-0.38592168125903675,-0.2860008321219035,1.235867118373565,-0.4182913850641404,-0.7190750031759325,6.7,-0.1090535136720097,0.36762970040680676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Best Little Whorehouse in Texas ,0.17834993507881722,-1.2299091047433277,-0.2529858827498123,-0.4290922862134811,-0.24311005797472784,0.04718945234227326,-0.4015294978797801,-0.6305402808109843,0.2650366236019084,5.8,-0.04618469439975587,-0.4294531758261365,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
eXistenZ ,0.22243732981312334,0.26202728638550016,-0.2592737713376945,-0.4290922862134811,-0.23932254222459798,-0.020305685668154837,-0.43837712460528017,-0.1681683657102962,-0.692130731555119,6.8,-0.0641472141918284,-0.14812980774392126,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Raiders of the Lost Ark ,0.22243732981312334,0.5684790856443946,4.373907293417639,0.22118853792409418,-0.26538956238725653,-0.14243974492512,0.08509145219996116,3.7002825538855735,2.7370584792925694,8.5,-0.1225254035160641,0.3207424723931042,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Alone 2: Lost in New York ,0.44287430348465406,-1.020231557881979,-0.2592737713376945,-0.299036121385966,-0.2170430378120693,0.1318262127045561,-0.18128838226547325,0.6444977586097662,1.7522703173693828,6.6,-0.1225254035160641,-0.4294531758261365,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Close Encounters of the Third Kind ,1.1041852244992463,0.06041426055728018,4.373907293417639,-0.45776967055794815,-0.33267366571309315,-0.2688592097700488,-0.5122307489447854,0.24149931646974576,1.1039591010604022,7.7,-0.11623461474078395,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pulse ,-0.8797475385445301,-0.1250697232046822,-0.2586118883284438,0.5463289499928818,-0.2170430378120693,0.02844080289493212,0.4570518790020719,-0.516374294002626,-0.4427605956480846,4.7,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Beverly Hills Cop II ,-0.43887359120146874,-0.9153927844513046,3.7120242841668767,-0.43325408348796157,-0.2390997471804727,-0.07976568820115101,-0.3786712996388897,-0.11956777054787386,1.4670870676464753,6.4,-0.07761910403588279,-0.4294531758261365,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bringing Down the House ,-0.21843661752993807,-0.3428117910991598,-0.20533030608375746,-0.4290922862134811,-0.3487149088901138,-0.22279109969943914,-0.46398041824692415,-0.48263695547015195,1.1646770172797045,5.5,-0.05516595429579213,-0.3919433934151745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silence of the Lambs ,1.2364474087021646,0.17331755502108337,-0.11432139231177768,0.2862166203378517,-0.2558093754898692,-0.3111775899511902,0.09976715453475916,5.2015245092164335,1.1387042350670877,8.6,-0.11803477356804597,1.4460359447219653,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Wayne's World ,-0.7033979596073056,-0.8266830530868877,-0.21889890777339807,-0.4290922862134811,-0.3019279496238036,-0.07333757981920548,-0.3711750775829857,0.07789742212814732,1.009435014101506,7.0,-0.11354414362002783,-0.4294531758261365,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jackass 3D ,-0.3947861964671626,-0.06055355493965182,-0.23312939247228945,-0.45458329451967405,-0.3591862759640023,-0.28707218351889446,-0.501883850895791,-0.3650567950826574,0.9453980428293631,7.1,-0.11354414362002783,-0.4294531758261365,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaws 2 ,0.9278356455620217,-0.7137797586230846,-0.2321365679584133,-0.4412525376248538,-0.3582950957875012,-0.3583170514187908,-0.5159788599727374,-0.34172108440584303,0.7406509236185911,5.7,-0.11354414362002783,-0.4294531758261365,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Beverly Hills Chihuahua ,-0.835660143810224,-0.5121667327948646,-0.23710069052779403,-0.3640642037997236,-0.2970264586530473,-0.08405109378911471,-0.3465747995685401,-0.5637086616823008,0.6200364191911517,3.7,-0.11354414362002783,-0.4294531758261365,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Conjuring ,0.09017514561020494,2.802351411821072,-0.2592737713376945,-0.10395187414469345,-0.22595483957708076,-0.0304835239395686,-0.11852072012131917,1.307662856943226,1.2340532433740405,7.5,-0.11354414362002783,5.712773693968897,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Are We There Yet? ,-0.6593105648729994,-0.7137797586230846,-0.24868364318968236,-0.4404071725534749,-0.29680366360892196,-0.10226406753796038,-0.40839223638166405,-0.5315557648690764,0.44544104710131516,4.6,-0.05965658424381026,-0.39320934857154444,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tammy ,-0.43887359120146874,-0.1250697232046822,-0.1715742726119686,-0.4298075951200324,-0.25491819531336807,-0.2618954256896078,-0.45611466411784174,-0.44347671599062277,0.47717456394259045,4.9,-0.11354414362002783,0.08630633232459146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disturbia ,-0.21843661752993807,0.7217049852738417,-0.20830877962538588,-0.43663554377347696,-0.30237353971205416,-0.13547596084467897,-0.47548870281162187,0.5576981961405812,0.4132105331145203,6.9,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
School of Rock ,-0.08617443332701963,0.32654345465053053,-0.2592737713376945,-0.3640642037997236,-0.2324158958567141,-0.14297542062361543,-0.3637844361194183,0.7147899575604093,0.43049969461694704,7.1,-0.04618469439975587,-0.4294531758261365,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mortal Kombat ,-0.3947861964671626,-0.737973321722471,-0.07891065131686191,-0.4290922862134811,-0.2170430378120693,-0.11190623011087869,-0.3947723399702328,-0.1397279683229286,0.2744893186194627,5.8,-0.1225254035160641,-0.4294531758261365,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Wicker Park ,0.17834993507881722,-0.5282957748611222,-0.22022267379189958,-0.4623216363269112,-0.41911814283370447,-0.38242245785108653,-0.5603754990503097,-0.3837187341608485,-0.5491029815340527,7.0,-0.06863784413984653,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
White Chicks ,-0.04208703859271348,-0.818618532053759,-0.15271060684832188,-0.4290922862134811,-0.22595483957708076,0.05736729061368702,-0.2629549704378924,-0.0269541687992666,0.25714841879223155,5.4,-0.03720343450371961,-0.4294531758261365,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Descendants ,0.22243732981312334,3.108803211079967,-0.018017414465791824,0.0261042906828216,-0.27786608485827263,-0.10815650022141046,-0.09059465344826828,0.6790173738069745,0.4500714410622226,7.3,-0.11354414362002783,0.6020658404753194,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Holes ,0.3106121192817356,-0.46377960659609185,-0.22651056237978184,-0.4553636315086391,-0.3807973952441551,-0.31546299553915386,-0.5279622572029501,-0.2959247522025947,0.23104392861387044,7.1,-0.11354414362002783,-0.4294531758261365,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Last Song ,-0.13026182806132577,-0.32668274903290223,-0.2493455261989331,-0.44586953147623054,-0.3596318660522529,-0.23350461366934835,-0.4726380268185316,-0.26808763597192886,0.16817104101765917,5.8,-0.11354414362002783,0.03941910431088892,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
12 Years a Slave ,1.0600978297649402,3.495900220670149,-0.2592737713376945,-0.3640642037997236,-0.29279335281466684,-0.13601163654317444,-0.3718085611370057,2.229595794722168,0.07846756581758822,8.1,-0.11354414362002783,3.4621867493111744,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Drumline ,0.3546995140160418,-0.8024894899875014,-0.2493455261989331,-0.4315633533452039,-0.30772062077106105,-0.251717587418194,-0.47005130230628306,-0.4919778692041382,0.07460640364096065,5.7,-0.11354414362002783,-0.33567871979873143,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Why Did I Get Married Too? ,0.4869616982189602,-0.9960379947825926,-0.2592737713376945,-0.3640642037997236,-0.23776297691572096,-0.017627307175677533,-0.24479510855598408,-0.6310971557248629,0.1272099066194201,4.4,-0.11354414362002783,-0.4294531758261365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Edward Scissorhands ,-0.21843661752993807,-0.42345700143044784,4.042965788792258,2.1070029279230624,-0.22439527426820377,-0.05137487618089158,1.6383931266571434,1.6886647399850447,0.07409374470038406,7.9,-0.11354414362002783,0.3207424723931042,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Me Before You ,0.002000356141592655,-0.10087616010529582,-0.25364776575906306,0.22118853792409418,1.7881123593155126,-0.17993704381980224,0.5573534417219144,-0.38541587675552597,0.07111230583842926,7.6,-0.11354414362002783,1.9617954528726933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Madea's Witness Protection ,0.17834993507881722,-1.0686186840807517,-0.2592737713376945,-0.4302627916969287,-0.30215074466792885,-0.09208622926654662,-0.4508884247971763,-0.6331522893356051,0.20667178471929465,4.8,-0.11354414362002783,-0.4294531758261365,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Moms ,-0.43887359120146874,-0.6653926324243118,-0.2513311752266854,0.4813008675791243,-0.2170430378120693,0.052010533628732404,0.3954983936697896,-0.6510518401388434,0.0611943094836334,6.7,-0.11354414362002783,0.4145169284205093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Date Movie ,-1.1001845122160607,-0.5202312538279934,-0.23809351504167017,-0.299036121385966,-0.24622918859248188,-0.013341901587713844,-0.251024363503848,-0.3476809718769953,-0.03779752641455933,2.7,-0.11354414362002783,-0.39166207004709225,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Return to Never Land ,-1.6733206437620407,-0.6734571534574406,-0.2586118883284438,-0.4290922862134811,-0.289005837064537,-0.17136623264387488,-0.4166275225839248,-0.593574393670667,-0.03956141102970713,5.8,-0.11354414362002783,-0.41529323296599835,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Selma ,0.7955734613591032,1.6168668199511385,-0.20930160413926202,-0.4290922862134811,-0.2170430378120693,0.052546209327227866,-0.3919744542733109,-0.2767523444533483,0.0125868118697739,7.5,-0.11354414362002783,0.6020658404753194,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book 2 ,-1.6733206437620407,-0.6331345482917966,-0.2592737713376945,-0.299036121385966,-0.33846633686035066,-0.19815001756864795,-0.3597195833144563,-0.604778186580842,-0.04722659989477904,5.4,-0.11354414362002783,-0.418809775067026,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Boogeyman ,-0.9238349332788363,-0.1895858914697126,-0.2529858827498123,-0.4599155972776022,-0.35250242464024373,-0.21689866701598906,-0.5232111305477997,-0.5098044959115116,-0.0690561215106604,4.1,-0.11354414362002783,-0.38256594781243397,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Premonition ,-0.6152231701386933,0.16525303398795457,-0.25629529779606613,-0.4404071725534749,-0.3003683843149266,-0.3465321860518906,-0.4998778196413941,-0.26846551537777497,-0.047732515960152856,5.9,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Tigger Movie ,-1.45288367009051,-0.6008764641592814,-0.25100023372206004,-0.47435183157345634,-0.3834709357736586,-0.39527867461497757,-0.565865689851817,-0.5936075409869692,-0.08080528807179954,6.3,-0.06863784413984653,-0.4131833077053817,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Max ,0.046087750875898795,-0.8266830530868877,-0.21558949272714426,-0.4290922862134811,-0.33623838641909776,-0.1601170429754702,-0.44571497577267916,-0.5565090645814427,-0.12218475273819246,6.8,-0.11354414362002783,1.1178253486260474,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic Movie ,-0.7474853543416117,-0.415392480397319,-0.2321365679584133,-0.43390436431209917,-0.24622918859248188,-0.013341901587713844,-0.3695913686979355,-0.08732869071226347,-0.16390694443718531,2.3,-0.11354414362002783,-0.4294531758261365,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conan the Barbarian ,0.8396608560934093,0.020091655391636182,-0.10439314717301625,-0.43435956088899547,-0.28588670644678293,-0.3058208329662356,-0.4893725507038948,0.06767478978052009,-0.1949757798500319,6.9,-0.11354414362002783,-0.4294531758261365,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight ,0.7955734613591032,2.5039641335953067,-0.15668190490382644,-0.4456744472289893,-0.402408514524308,-0.3626024570067545,-0.5403679768025096,0.6130475849021505,-0.08873984835898509,8.1,-0.11354414362002783,3.321525065270067,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lakeview Terrace ,0.002000356141592655,0.012027134358507378,-0.2198917322872742,-0.4290922862134811,-0.2324158958567141,-0.2260051538904119,-0.47047362467562975,-0.413617613465517,-0.1706947578252347,6.1,-0.10456288372399157,-0.4294531758261365,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Grudge 2 ,1.1923600139678585,-0.26216658076787186,-0.23610786601391787,-0.2340080389722085,-0.24288726293060256,-0.15529596168901105,-0.2928870683653402,-0.4256235714302076,-0.17240792055748766,5.0,-0.11354414362002783,-0.38584805377339315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
How Stella Got Her Groove Back ,0.6192238824218786,-1.0847477261470093,-0.2566262393006915,-0.46108610276104983,-0.3796834200235287,-0.279572723739958,-0.50858821850917,-0.645927265038509,-0.19347387955804948,5.5,-0.11354414362002783,-0.4294531758261365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bill & Ted's Bogus Journey ,-0.7474853543416117,-0.9718444316832061,-0.25530247328218997,0.676385114820397,-0.26850869300501057,-0.06315974154779172,0.4695103888977997,-0.35255362737343243,-0.18824617565640825,6.2,-0.11354414362002783,-0.4294531758261365,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Man of the Year ,0.22243732981312334,-0.42345700143044784,-0.16925768207959094,2.69225566964688,0.005752006313217594,0.1318262127045561,2.179018549717095,-0.49624724354387356,-0.19676901243580752,6.2,-0.11354414362002783,-0.4294531758261365,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
The American ,-0.21843661752993807,1.3668666679241457,-0.18977605536636455,-0.4305229040265838,-0.39728422850942635,-0.3497462402428634,-0.5194630195198476,-0.15512158201371357,-0.22319582922816142,6.3,-0.11354414362002783,0.03941910431088892,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Selena ,0.7514860666247971,-1.020231557881979,-0.25397870726368843,-0.4573795020634656,-0.34158546747810464,-0.19011488209121602,-0.5046289462965446,-0.555110247833486,-0.2256782237446943,6.7,-0.11354414362002783,-0.4294531758261365,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vampires Suck ,-1.2324466964189793,-0.33474727006603106,-0.2321365679584133,-0.44476405407519665,-0.35049726924311614,-0.21422028852351177,-0.44323383185276727,-0.4227264959853872,-0.2079938524485351,3.5,-0.11354414362002783,0.3207424723931042,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babel ,1.4568843823736952,0.9797696583339633,-0.2592737713376945,0.22118853792409418,-0.413325471686447,-0.37653002516763645,-0.002434858847143538,0.9343511512835392,-0.24174168514895444,7.5,-0.09109099387993717,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This Is Where I Leave You ,-0.30661140699855033,-0.06055355493965182,-0.19672582696349755,-0.3640642037997236,-0.2170430378120693,0.1045067520812876,-0.3501117494118187,-0.3223100159792201,-0.24189385079763887,6.6,-0.11444226960963147,0.2269680163656991,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doubt ,-0.2625240122642442,1.0442858265989938,-0.24173387159254936,0.936497444475427,2.0109074034407994,-0.054588930371864346,1.1935293008465577,-0.02402394603814388,-0.2543142841854939,7.5,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Team America: World Police ,-0.527048380670081,0.5604145646112658,-0.12491152045978987,-0.43819621775140716,-0.32331627385983114,-0.1863651522017478,-0.45849022744541695,0.22001985550585973,-0.263587126249391,7.2,-0.06863784413984653,-0.4294531758261365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Texas Chainsaw 3D ,-0.7915727490759178,0.955576095234577,-0.2480217601804316,-0.4692146130627695,-0.3656473322436356,-0.23136191087536653,-0.4935429841011935,-0.4490056883498453,-0.24126231110189475,4.8,-0.15395981315219104,0.3207424723931042,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Copycat ,0.5751364876875725,-0.858941137219403,-0.24735987717118083,0.15616045551033667,-0.2170430378120693,-0.06583812004026904,0.05510656397634507,-0.40137962428671037,-0.2739364661919996,6.6,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Scary Movie 5 ,-0.9679223280131424,-0.08474711803903821,-0.2288271529121595,1.5217501861992448,-0.24355564806297844,-0.06315974154779172,1.2154900640525865,-0.3481980700113111,-0.2744751517718939,3.5,-0.11354414362002783,0.18008078835199656,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk ,0.7955734613591032,1.2942859786259866,0.017062385024498555,0.22118853792409418,-0.24021372240109912,0.0005856665731681424,0.10003110601560085,0.2241632700436464,-0.27699889113680387,7.6,-0.11354414362002783,0.03941910431088892,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Risen ,-0.13026182806132577,-0.33474727006603106,-0.24007916406942245,-0.4849514090068988,-0.42290565858383433,-0.37867272796161827,-0.5756846849391278,-0.6005220711676277,-0.20489245912517032,6.3,-0.11354414362002783,0.5551786124616169,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ghost Ship ,-0.835660143810224,-0.06055355493965182,-0.25364776575906306,-0.4593953726182921,-0.3540619899491207,-0.362066781308259,-0.5390482193983012,-0.17859651141899763,-0.3021763862936566,5.5,-0.04618469439975587,-0.4294531758261365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A Very Harold & Kumar 3D Christmas ,-0.8797475385445301,-0.020230949774007818,-0.25530247328218997,-0.4430082958500252,-0.29479850821179443,-0.08940785077406932,-0.4662504009821627,-0.31723184712170877,-0.23124816793210554,6.3,-0.11803477356804597,0.5551786124616169,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wild Things ,0.22243732981312334,-0.7621668848218573,-0.24636705265730469,0.35124470275160924,-0.33267366571309315,-0.26778785837305785,0.1573613676544161,-0.08076552208440942,-0.30683443892737033,6.5,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
The Debt ,0.13426254034451107,0.7620275904394858,-0.2235320888381534,-0.4290922862134811,-0.41755857752482745,-0.3920646204240048,-0.5362503337013792,-0.3143612895299302,-0.2868974891988189,6.9,-0.11354414362002783,-0.4294531758261365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
High Fidelity ,0.13426254034451107,0.08460782365666658,-0.1434442447188112,-0.4290922862134811,-0.22595483957708076,-0.07226622842221457,-0.4304057898838611,0.2670161205592511,-0.3422937880104709,7.6,-0.11354414362002783,0.03941910431088892,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
One Missed Call ,-1.0120097227474485,-0.1815213704365838,-0.2586118883284438,-0.4459345595586443,-0.37366795383214596,-0.25921704719713046,-0.4994027069758791,-0.505402532306567,-0.34802775156348353,3.9,-0.08210973398390092,-0.4294531758261365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
